User_input,Current_window_info,System_prompt,LLM_output
LgaLeadPerimeter를 3.3으로 바꿀게요,{},[],/settings/lgaLeadPerimeter
LgaLeadPerimeter를 3.3으로 바꿀게요,{},[],/settings/lgaLeadPerimeter
MapPackageSizeWidth 12로 설정,{},[],/settings/mapPackageSizeWidth?value=12
MapPackageSizeWidth 12로 설정,{},[],/settings/mapPackageSizeWidth?value=12
MapPackageSizeWidth 12로 설정,{},[],/settings/mapPackageSizeWidth?value=12
LGA NoDevice 기능 해제 할게요,{},[],/windows/teaching/lga/noDevice/disable
LGA NoDevice 기능 해제 할게요,{},[],/windows/teaching/lga/noDevice/disable
LGA NoDevice 기능 해제 할게요,{},[],/windows/teaching/lga/noDevice/disable
Sawing 임계값 3-15,{},[],/NO_FUNCTION
Sawing 임계값 3-15,{},[],/NO_FUNCTION
Sawing 임계값 3-15,{},[],/NO_FUNCTION
실시간 라이브 카메라 prs로,{},[],/windows/light/live?camera=PRS
실시간 라이브 카메라 prs로,{},[],/windows/light/live?camera=PRS
실시간 라이브 카메라 prs로,{},[],/windows/light/live?camera=PRS
삼번 카메라 꺼 ,{},[],/live/toggle?switch=OFF&no=3
삼번 카메라 꺼 ,{},[],/live/toggle?switch=OFF&no=3
삼번 카메라 꺼 ,{},[],/live/toggle?switch=OFF&no=3
캘리브레이션 사이즈 초기화,{},[],/windows/calibration
캘리브레이션 사이즈 초기화,{},[],/windows/calibration
캘리브레이션 사이즈 초기화,{},[],/windows/calibration
SettingX1 라이브 뷰 보여줘,{},[],/windows/light/live?camera=SettingX1
SettingX1 라이브 뷰 보여줘,{},[],/windows/light/live?camera=SettingX1
SettingX1 라이브 뷰 보여줘,{},[],/windows/light/live?camera=SettingX1
no ,{},[],/NO_FUNCTION
no ,{},[],/NO_FUNCTION
no ,{},[],/NO_FUNCTION
불 좀 꺼 ,{},[],/mode/set?mode=SETUP
불 좀 꺼 ,{},[],/mode/set?mode=SETUP
불 좀 꺼 ,{},[],/mode/set?mode=SETUP
맵핑 레시피 검증,{},[],/test/run/map
맵핑 레시피 검증,{},[],/test/run/map
맵핑 레시피 검증,{},[],/test/run/map
MapPackageSizeColor Black으로,{},[],/live/toggle?switch=ON&no=1
MapPackageSizeColor Black으로,{},[],/live/toggle?switch=ON&no=1
MapPackageSizeColor Black으로,{},[],/live/toggle?switch=ON&no=1
PadOffsetT 0.12로 맞춤,{},[],/settings/padOffsetT?value=0.12
PadOffsetT 0.12로 맞춤,{},[],/settings/padOffsetT?value=0.12
PadOffsetT 0.12로 맞춤,{},[],/settings/padOffsetT?value=0.12
QFN DontCare 로이 삭제,{},[],/teaching/qfn/dontcare/remove
QFN DontCare 로이 삭제,{},[],/teaching/qfn/dontcare/remove
QFN DontCare 로이 삭제,{},[],/teaching/qfn/dontcare/remove
5번 카메라 꺼,{},[],/live/toggle?switch=OFF&no=5
5번 카메라 꺼,{},[],/live/toggle?switch=OFF&no=5
5번 카메라 꺼,{},[],/live/toggle?switch=OFF&no=5
카메라 4번 라이브 켜,{},[],/live/toggle?switch=ON&no=4
카메라 4번 라이브 켜,{},[],/live/toggle?switch=ON&no=4
카메라 4번 라이브 켜,{},[],/live/toggle?switch=ON&no=4
PadCount 색상 Olive로,{},[],/no_function
PadCount 색상 Olive로,{},[],/no_function
PadCount 색상 Olive로,{},[],/no_function
SETUP 모드 켜,{},[],/mode/set?mode=SETUP
SETUP 모드 켜,{},[],/mode/set?mode=SETUP
SETUP 모드 켜,{},[],/mode/set?mode=SETUP
Leads 임계치 14-36,{},[],/NO_FUNCTION
Leads 임계치 14-36,{},[],/NO_FUNCTION
Leads 임계치 14-36,{},[],/NO_FUNCTION
RejectMark 색상 Blue로 변경,{},[],/settings/colorScheme?color=Blue&type=RejectMark
RejectMark 색상 Blue로 변경,{},[],/settings/colorScheme?color=Blue&type=RejectMark
RejectMark 색상 Blue로 변경,{},[],/settings/colorScheme?color=Blue&type=RejectMark
Surface ROI 전면 리셋 부탁해요,{},[],/windows/teaching/mapping/roi/reset
Surface ROI 전면 리셋 부탁해요,{},[],/windows/teaching/mapping/roi/reset
Surface ROI 전면 리셋 부탁해요,{},[],/windows/teaching/mapping/roi/reset
calibration pad,{},[],/windows/calibration
calibration pad,{},[],/windows/calibration
calibration pad,{},[],/windows/calibration
qfn 티칭 창 보정 값 자동 설정,{},[],/windows/teaching/qfn/auto_calibrate
qfn 티칭 창 보정 값 자동 설정,{},[],/windows/teaching/qfn/auto_calibrate
qfn 티칭 창 보정 값 자동 설정,{},[],/windows/teaching/qfn/auto_calibrate
QFN Lead 로이 초기화,{},[],/teaching/qfn/init
QFN Lead 로이 초기화,{},[],/teaching/qfn/init
QFN Lead 로이 초기화,{},[],/teaching/qfn/init
MarkCount 5로 바꿔줘,{},[],/settings/markCount?value=5
MarkCount 5로 바꿔줘,{},[],/settings/markCount?value=5
MarkCount 5로 바꿔줘,{},[],/settings/markCount?value=5
코너 각도 2.5,{},[],/NO_FUNCTION
코너 각도 2.5,{},[],/NO_FUNCTION
코너 각도 2.5,{},[],/NO_FUNCTION
Surface ROI 제거 요청,{},[],/windows/teaching/roi/remove
Surface ROI 제거 요청,{},[],/windows/teaching/roi/remove
Surface ROI 제거 요청,{},[],/windows/teaching/roi/remove
리드 폭 1.8 설정,{},[],/settings/leadWidth?value=1.8
리드 폭 1.8 설정,{},[],/settings/leadWidth?value=1.8
리드 폭 1.8 설정,{},[],/settings/leadWidth?value=1.8
PadPerimeter를 4로 해 주세요,{},[],/settings/padPerimeter?value=4
PadPerimeter를 4로 해 주세요,{},[],/settings/padPerimeter?value=4
PadPerimeter를 4로 해 주세요,{},[],/settings/padPerimeter?value=4
매핑 설정 창 띄워 주세요,{},[],/windows/teaching/mapping
매핑 설정 창 띄워 주세요,{},[],/windows/teaching/mapping
매핑 설정 창 띄워 주세요,{},[],/windows/teaching/mapping
MapPackageSize 가로 16.8로,{},[],/no_function
MapPackageSize 가로 16.8로,{},[],/no_function
MapPackageSize 가로 16.8로,{},[],/no_function
Pads 로이 생성해,{},[],/windows/teaching/pads
Pads 로이 생성해,{},[],/windows/teaching/pads
Pads 로이 생성해,{},[],/windows/teaching/pads
QFN 표면 결함 검출 테스트,{},[],/test/run/map
QFN 표면 결함 검출 테스트,{},[],/test/run/map
QFN 표면 결함 검출 테스트,{},[],/test/run/map
LGA PackageSizeHeight 6.1,{},[],/windows/teaching/lga/packageSizeHeight
LGA PackageSizeHeight 6.1,{},[],/windows/teaching/lga/packageSizeHeight
LGA PackageSizeHeight 6.1,{},[],/windows/teaching/lga/packageSizeHeight
BGA Edge 감지 모드를 First,{},[],/mode/set?mode=BGA_EDGE_DETECTION_FIRST
BGA Edge 감지 모드를 First,{},[],/mode/set?mode=BGA_EDGE_DETECTION_FIRST
BGA Edge 감지 모드를 First,{},[],/mode/set?mode=BGA_EDGE_DETECTION_FIRST
BGA FirstPin/Pattern 로이 생성,{},[],/windows/teaching/bga/firstpin/pattern
BGA FirstPin/Pattern 로이 생성,{},[],/windows/teaching/bga/firstpin/pattern
BGA FirstPin/Pattern 로이 생성,{},[],/windows/teaching/bga/firstpin/pattern
히스토리,{},[],/windows/history
히스토리,{},[],/windows/history
히스토리,{},[],/windows/history
MarkCount를 3으로,{},[],/NO_FUNCTION
MarkCount를 3으로,{},[],/NO_FUNCTION
MarkCount를 3으로,{},[],/NO_FUNCTION
Leads 임계값 4-29,{},[],/NO_FUNCTION
Leads 임계값 4-29,{},[],/NO_FUNCTION
Leads 임계값 4-29,{},[],/NO_FUNCTION
5번 카메라 라이브 ,{},[],/windows/light/live?camera=PRS
5번 카메라 라이브 ,{},[],/windows/light/live?camera=PRS
5번 카메라 라이브 ,{},[],/windows/light/live?camera=PRS
BGA Edge Detect Mode Last,{},[],/windows/teaching/bga/edge_detect_mode/last
BGA Edge Detect Mode Last,{},[],/windows/teaching/bga/edge_detect_mode/last
BGA Edge Detect Mode Last,{},[],/windows/teaching/bga/edge_detect_mode/last
MapPackageSize 사용 설정,{},[],/settings/mapPackageSize
MapPackageSize 사용 설정,{},[],/settings/mapPackageSize
MapPackageSize 사용 설정,{},[],/settings/mapPackageSize
MappingSawOffsetX 0.2로 설정,{},[],/settings/mappingSawOffsetX
MappingSawOffsetX 0.2로 설정,{},[],/settings/mappingSawOffsetX
MappingSawOffsetX 0.2로 설정,{},[],/settings/mappingSawOffsetX
MapNoDeviceColor Blue로 변경,{},[],/settings/color/mapno/blue
MapNoDeviceColor Blue로 변경,{},[],/settings/color/mapno/blue
MapNoDeviceColor Blue로 변경,{},[],/settings/color/mapno/blue
RUN 모드 켜,{},[],/mode/set?mode=RUN
RUN 모드 켜,{},[],/mode/set?mode=RUN
RUN 모드 켜,{},[],/mode/set?mode=RUN
BGA 티칭 DontCare ROI 생성,{},[],/windows/teaching/bga/dontcare_roi_create
BGA 티칭 DontCare ROI 생성,{},[],/windows/teaching/bga/dontcare_roi_create
BGA 티칭 DontCare ROI 생성,{},[],/windows/teaching/bga/dontcare_roi_create
LgaPadPerimeter 4.2,{},[],/windows/teaching/lga/perimeter/4.2
LgaPadPerimeter 4.2,{},[],/windows/teaching/lga/perimeter/4.2
LgaPadPerimeter 4.2,{},[],/windows/teaching/lga/perimeter/4.2
QFN Lead 로이 추가,{},[],/windows/teaching/qfn
QFN Lead 로이 추가,{},[],/windows/teaching/qfn
QFN Lead 로이 추가,{},[],/windows/teaching/qfn
조명 설정창 켜,{},[],/windows/light
조명 설정창 켜,{},[],/windows/light
조명 설정창 켜,{},[],/windows/light
DontCare 영역 리셋,{},[],/live/toggle?switch=OFF&no=1
DontCare 영역 리셋,{},[],/live/toggle?switch=OFF&no=1
DontCare 영역 리셋,{},[],/live/toggle?switch=OFF&no=1
BGA 티칭 창 DontCare 탭 ROI 초기화 ,{},[],/windows/teaching/bga/dontcare/roi_reset
BGA 티칭 창 DontCare 탭 ROI 초기화 ,{},[],/windows/teaching/bga/dontcare/roi_reset
BGA 티칭 창 DontCare 탭 ROI 초기화 ,{},[],/windows/teaching/bga/dontcare/roi_reset
DontCare 영역 리셋 할게요,{},[],/teaching/dontcare/reset
DontCare 영역 리셋 할게요,{},[],/teaching/dontcare/reset
DontCare 영역 리셋 할게요,{},[],/teaching/dontcare/reset
매핑 창 띄워주세요,{},[],/windows/teaching/mapping
매핑 창 띄워주세요,{},[],/windows/teaching/mapping
매핑 창 띄워주세요,{},[],/windows/teaching/mapping
조명 켜. ,{},[],/windows/light/live?camera=PRS
조명 켜. ,{},[],/windows/light/live?camera=PRS
조명 켜. ,{},[],/windows/light/live?camera=PRS
MapPackageType LGA로 변경해주세요,{},[],/windows/teaching/lga
MapPackageType LGA로 변경해주세요,{},[],/windows/teaching/lga
MapPackageType LGA로 변경해주세요,{},[],/windows/teaching/lga
카메라 5 off,{},[],/live/toggle?switch=OFF&no=5
카메라 5 off,{},[],/live/toggle?switch=OFF&no=5
카메라 5 off,{},[],/live/toggle?switch=OFF&no=5
MappingSawOffsetY 0.35로 조정,{},[],/settings/mappingSawOffsetY
MappingSawOffsetY 0.35로 조정,{},[],/settings/mappingSawOffsetY
MappingSawOffsetY 0.35로 조정,{},[],/settings/mappingSawOffsetY
보정 탭 패드로 바꿔줘,{},[],/windows/teaching/bga
보정 탭 패드로 바꿔줘,{},[],/windows/teaching/bga
보정 탭 패드로 바꿔줘,{},[],/windows/teaching/bga
매핑 유형 자재 창 보여줘,{},[],/windows/teaching/mapping
매핑 유형 자재 창 보여줘,{},[],/windows/teaching/mapping
매핑 유형 자재 창 보여줘,{},[],/windows/teaching/mapping
셋업 모드 전환,{},[],/mode/set?mode=SETUP
셋업 모드 전환,{},[],/mode/set?mode=SETUP
셋업 모드 전환,{},[],/mode/set?mode=SETUP
UseMapNoDevice 활성화해주세요,{},[],/mode/set?mode=RUN
UseMapNoDevice 활성화해주세요,{},[],/mode/set?mode=RUN
UseMapNoDevice 활성화해주세요,{},[],/mode/set?mode=RUN
NoDeviceColor를 Navy로 변경,{},[],/settings/deviceColor?color=Navy
NoDeviceColor를 Navy로 변경,{},[],/settings/deviceColor?color=Navy
NoDeviceColor를 Navy로 변경,{},[],/settings/deviceColor?color=Navy
BGA findBalls,{},[],/windows/teaching/bga/findBalls
BGA findBalls,{},[],/windows/teaching/bga/findBalls
BGA findBalls,{},[],/windows/teaching/bga/findBalls
Grid BGA Corner Degree Top Left 설정 ,{},[],/settings/bga/corner_degree_top_left
Grid BGA Corner Degree Top Left 설정 ,{},[],/settings/bga/corner_degree_top_left
Grid BGA Corner Degree Top Left 설정 ,{},[],/settings/bga/corner_degree_top_left
운전모드 시작해. ,{},[],/mode/set?mode=RUN
운전모드 시작해. ,{},[],/mode/set?mode=RUN
운전모드 시작해. ,{},[],/mode/set?mode=RUN
보정 창 threshold 초기화,{},[],/windows/calibration/threshold
보정 창 threshold 초기화,{},[],/windows/calibration/threshold
보정 창 threshold 초기화,{},[],/windows/calibration/threshold
런 켜,{},[],/mode/set?mode=RUN
런 켜,{},[],/mode/set?mode=RUN
런 켜,{},[],/mode/set?mode=RUN
카메라 1 OFF,{},[],/live/toggle?switch=OFF&no=1
카메라 1 OFF,{},[],/live/toggle?switch=OFF&no=1
카메라 1 OFF,{},[],/live/toggle?switch=OFF&no=1
히스토리 창 열어 줘. ,{},[],/windows/history
히스토리 창 열어 줘. ,{},[],/windows/history
히스토리 창 열어 줘. ,{},[],/windows/history
Mapping 카메라 라이브 보여줘,{},[],/windows/light/live?camera=Mapping
Mapping 카메라 라이브 보여줘,{},[],/windows/light/live?camera=Mapping
Mapping 카메라 라이브 보여줘,{},[],/windows/light/live?camera=Mapping
LgaPadPitch 값 0.95로,{},[],/NO_FUNCTION
LgaPadPitch 값 0.95로,{},[],/NO_FUNCTION
LgaPadPitch 값 0.95로,{},[],/NO_FUNCTION
Mapping 카메라 실시간 보기,{},[],/windows/light/live?camera=Mapping
Mapping 카메라 실시간 보기,{},[],/windows/light/live?camera=Mapping
Mapping 카메라 실시간 보기,{},[],/windows/light/live?camera=Mapping
Run 화면 열어줘,{},[],/mode/set?mode=RUN
Run 화면 열어줘,{},[],/mode/set?mode=RUN
Run 화면 열어줘,{},[],/mode/set?mode=RUN
5번 카메라 라이브 켜,{},[],/windows/light/live?camera=SettingX1
5번 카메라 라이브 켜,{},[],/windows/light/live?camera=SettingX1
5번 카메라 라이브 켜,{},[],/windows/light/live?camera=SettingX1
QFN Surface 로이 추가,{},[],/windows/teaching/qfn/surface_roi_add
QFN Surface 로이 추가,{},[],/windows/teaching/qfn/surface_roi_add
QFN Surface 로이 추가,{},[],/windows/teaching/qfn/surface_roi_add
Package 임계값을 1-14로 조정해 주세요,{},[],/settings/packageThresholdAdjustment?min=1&max=14
Package 임계값을 1-14로 조정해 주세요,{},[],/settings/packageThresholdAdjustment?min=1&max=14
Package 임계값을 1-14로 조정해 주세요,{},[],/settings/packageThresholdAdjustment?min=1&max=14
Grid BGA Package Width 설정 ,{},[],/settings/bga/gridWidth
Grid BGA Package Width 설정 ,{},[],/settings/bga/gridWidth
Grid BGA Package Width 설정 ,{},[],/settings/bga/gridWidth
PRS 실행,{},[],/test/run/prs
PRS 실행,{},[],/test/run/prs
PRS 실행,{},[],/test/run/prs
LGA RejectMark 색상을 Silver로,{},[],/settings/rejectMarkColor?color=Silver
LGA RejectMark 색상을 Silver로,{},[],/settings/rejectMarkColor?color=Silver
LGA RejectMark 색상을 Silver로,{},[],/settings/rejectMarkColor?color=Silver
DontCare 전체 초기화,{},[],/system/reset/dontcare
DontCare 전체 초기화,{},[],/system/reset/dontcare
DontCare 전체 초기화,{},[],/system/reset/dontcare
LgaPadArea 13으로 설정해 주시겠어요?,{},[],/settings/lgaPadArea?value=13
LgaPadArea 13으로 설정해 주시겠어요?,{},[],/settings/lgaPadArea?value=13
LgaPadArea 13으로 설정해 주시겠어요?,{},[],/settings/lgaPadArea?value=13
LGA PadCount 활성화 해 주세요,{},[],/windows/teaching/lga/padcount/activate
LGA PadCount 활성화 해 주세요,{},[],/windows/teaching/lga/padcount/activate
LGA PadCount 활성화 해 주세요,{},[],/windows/teaching/lga/padcount/activate
MappingSawOffsetX 0.38로 세팅,{},[],/settings/mappingSawOffsetX
MappingSawOffsetX 0.38로 세팅,{},[],/settings/mappingSawOffsetX
MappingSawOffsetX 0.38로 세팅,{},[],/settings/mappingSawOffsetX
BGA 티칭 창 Ball 탭 ROI 초기화,{},[],/windows/teaching/bga/ball/roi/init
BGA 티칭 창 Ball 탭 ROI 초기화,{},[],/windows/teaching/bga/ball/roi/init
BGA 티칭 창 Ball 탭 ROI 초기화,{},[],/windows/teaching/bga/ball/roi/init
QFN 소잉 탭으로 이동,{},[],/windows/teaching/qfn
QFN 소잉 탭으로 이동,{},[],/windows/teaching/qfn
QFN 소잉 탭으로 이동,{},[],/windows/teaching/qfn
캘리브레이션,{},[],/windows/calibration
캘리브레이션,{},[],/windows/calibration
캘리브레이션,{},[],/windows/calibration
히스토리 기록 창 닫기,{},[],/windows/history/close
히스토리 기록 창 닫기,{},[],/windows/history/close
히스토리 기록 창 닫기,{},[],/windows/history/close
QFN Result tab,{},[],/windows/teaching/qfn/result
QFN Result tab,{},[],/windows/teaching/qfn/result
QFN Result tab,{},[],/windows/teaching/qfn/result
DontCare 영역 삭제해 주세요,{},[],/NO_FUNCTION
DontCare 영역 삭제해 주세요,{},[],/NO_FUNCTION
DontCare 영역 삭제해 주세요,{},[],/NO_FUNCTION
카메라 3 on,{},[],/live/toggle?switch=ON&no=3
카메라 3 on,{},[],/live/toggle?switch=ON&no=3
카메라 3 on,{},[],/live/toggle?switch=ON&no=3
LGA 티칭 창 열어줘,{},[],/windows/teaching/lga
LGA 티칭 창 열어줘,{},[],/windows/teaching/lga
LGA 티칭 창 열어줘,{},[],/windows/teaching/lga
LGA PadCount 기능 정지할게요,{},[],/system/control/lgaPadCountStop
LGA PadCount 기능 정지할게요,{},[],/system/control/lgaPadCountStop
LGA PadCount 기능 정지할게요,{},[],/system/control/lgaPadCountStop
보정창 십자선 풀사이즈로 바꿔줘,{},[],/windows/calibration/crosshair
보정창 십자선 풀사이즈로 바꿔줘,{},[],/windows/calibration/crosshair
보정창 십자선 풀사이즈로 바꿔줘,{},[],/windows/calibration/crosshair
MapPackageOffset 사용 해제,{},[],/no_function
MapPackageOffset 사용 해제,{},[],/no_function
MapPackageOffset 사용 해제,{},[],/no_function
calibration size 초기화,{},[],/windows/calibration/init
calibration size 초기화,{},[],/windows/calibration/init
calibration size 초기화,{},[],/windows/calibration/init
MapNoDevice 기능 끄기,{},[],/settings/mapNoDeviceOff
MapNoDevice 기능 끄기,{},[],/settings/mapNoDeviceOff
MapNoDevice 기능 끄기,{},[],/settings/mapNoDeviceOff
런화면띄워,{},[],/windows/teaching/run
런화면띄워,{},[],/windows/teaching/run
런화면띄워,{},[],/windows/teaching/run
Sawing 임계값 7-18로 바꿨어요,{},[],/notifications/update?threshold=7-18
Sawing 임계값 7-18로 바꿨어요,{},[],/notifications/update?threshold=7-18
Sawing 임계값 7-18로 바꿨어요,{},[],/notifications/update?threshold=7-18
히스토리 띄우고 QC 티칭창도 보여줘,{},[],"/windows/history
/windows/teaching/qc"
히스토리 띄우고 QC 티칭창도 보여줘,{},[],"/windows/history
/windows/teaching/qc"
히스토리 띄우고 QC 티칭창도 보여줘,{},[],"/windows/history
/windows/teaching/qc"
SettingX1 카메라 라이브 켜고 Calibration 창에서 vision 탭 열기,{},[],"/windows/light/live?camera=SettingX1
/windows/calibration"
SettingX1 카메라 라이브 켜고 Calibration 창에서 vision 탭 열기,{},[],"/windows/light/live?camera=SettingX1
/windows/calibration"
SettingX1 카메라 라이브 켜고 Calibration 창에서 vision 탭 열기,{},[],"/windows/light/live?camera=SettingX1
/windows/calibration"
"LGA LeadOffsetX 0.1, Y 0.1, T 0.05로 설정하고 Perimeter 1.5로 지정해",{},[],/settings/lgaLeadOffsetX=0.1&Y=0.1&T=0.05&Perimeter=1.5
"LGA LeadOffsetX 0.1, Y 0.1, T 0.05로 설정하고 Perimeter 1.5로 지정해",{},[],/settings/lgaLeadOffsetX=0.1&Y=0.1&T=0.05&Perimeter=1.5
"LGA LeadOffsetX 0.1, Y 0.1, T 0.05로 설정하고 Perimeter 1.5로 지정해",{},[],/settings/lgaLeadOffsetX=0.1&Y=0.1&T=0.05&Perimeter=1.5
검사 기록 창 열고 이번 달 PRS 카메라 기록 보여줘,{},[],"/windows/history
/live/toggle?switch=ON&no=1"
검사 기록 창 열고 이번 달 PRS 카메라 기록 보여줘,{},[],"/windows/history
/live/toggle?switch=ON&no=1"
검사 기록 창 열고 이번 달 PRS 카메라 기록 보여줘,{},[],"/windows/history
/live/toggle?switch=ON&no=1"
LGA 티칭 창 열고 Pads 탭으로 이동한 다음 ROI 초기화해줘,{},[],"/windows/teaching/lga
/windows/teaching/lga/tabs/pads
/windows/teaching/lga/pads/roi/init"
LGA 티칭 창 열고 Pads 탭으로 이동한 다음 ROI 초기화해줘,{},[],"/windows/teaching/lga
/windows/teaching/lga/tabs/pads
/windows/teaching/lga/pads/roi/init"
LGA 티칭 창 열고 Pads 탭으로 이동한 다음 ROI 초기화해줘,{},[],"/windows/teaching/lga
/windows/teaching/lga/tabs/pads
/windows/teaching/lga/pads/roi/init"
카메라 1 off 하고 4번 카메라 켜,{},[],"/live/toggle?switch=OFF&no=1
/live/toggle?switch=ON&no=4"
카메라 1 off 하고 4번 카메라 켜,{},[],"/live/toggle?switch=OFF&no=1
/live/toggle?switch=ON&no=4"
카메라 1 off 하고 4번 카메라 켜,{},[],"/live/toggle?switch=OFF&no=1
/live/toggle?switch=ON&no=4"
"BGA BallSizeDiameter 1.0, Standard 1.2로 변경 후 SaveDays 30 설정",{},[],/settings/update?key=BallSizeDiameter&value=1.0&key2=Standard&value2=1.2&key3=SaveDays&value3=30
"BGA BallSizeDiameter 1.0, Standard 1.2로 변경 후 SaveDays 30 설정",{},[],/settings/update?key=BallSizeDiameter&value=1.0&key2=Standard&value2=1.2&key3=SaveDays&value3=30
"BGA BallSizeDiameter 1.0, Standard 1.2로 변경 후 SaveDays 30 설정",{},[],/settings/update?key=BallSizeDiameter&value=1.0&key2=Standard&value2=1.2&key3=SaveDays&value3=30
매핑 티칭 창 열고 현재 매핑 샷 재티칭 시작해,{},[],"/windows/teaching/mapping
/windows/teaching/mapping/reteach"
매핑 티칭 창 열고 현재 매핑 샷 재티칭 시작해,{},[],"/windows/teaching/mapping
/windows/teaching/mapping/reteach"
매핑 티칭 창 열고 현재 매핑 샷 재티칭 시작해,{},[],"/windows/teaching/mapping
/windows/teaching/mapping/reteach"
lga 티칭창 열고 qc 티칭창 열어,{},[],"/windows/teaching/lga
/windows/teaching/qc"
lga 티칭창 열고 qc 티칭창 열어,{},[],"/windows/teaching/lga
/windows/teaching/qc"
lga 티칭창 열고 qc 티칭창 열어,{},[],"/windows/teaching/lga
/windows/teaching/qc"
카메라 1번 켜고 조명 창 열어,{},[],"/live/toggle?switch=ON&no=1
/windows/light/live?camera=PRS"
카메라 1번 켜고 조명 창 열어,{},[],"/live/toggle?switch=ON&no=1
/windows/light/live?camera=PRS"
카메라 1번 켜고 조명 창 열어,{},[],"/live/toggle?switch=ON&no=1
/windows/light/live?camera=PRS"
5번 카메라 꺼 창 닫아,{},[],"/live/toggle?switch=OFF&no=5
/closeWindows"
5번 카메라 꺼 창 닫아,{},[],"/live/toggle?switch=OFF&no=5
/closeWindows"
5번 카메라 꺼 창 닫아,{},[],"/live/toggle?switch=OFF&no=5
/closeWindows"
히스토리랑 조명,{},[],"/windows/history
/windows/light/live?camera=PRS"
히스토리랑 조명,{},[],"/windows/history
/windows/light/live?camera=PRS"
히스토리랑 조명,{},[],"/windows/history
/windows/light/live?camera=PRS"
"QFN 티칭 창 열고 QfnLeadOffsetY 0.2, QfnLeadOffsetT 0.08로 설정",{},[],"/windows/teaching/qfn
/settings/QfnLeadOffsetY=0.2
/settings/QfnLeadOffsetT=0.08"
"QFN 티칭 창 열고 QfnLeadOffsetY 0.2, QfnLeadOffsetT 0.08로 설정",{},[],"/windows/teaching/qfn
/settings/QfnLeadOffsetY=0.2
/settings/QfnLeadOffsetT=0.08"
"QFN 티칭 창 열고 QfnLeadOffsetY 0.2, QfnLeadOffsetT 0.08로 설정",{},[],"/windows/teaching/qfn
/settings/QfnLeadOffsetY=0.2
/settings/QfnLeadOffsetT=0.08"
calibration 창에서 tab tray 선택 후 Test 버튼 실행,{},[],"/windows/calibration/tab/tray
/test/run/calibration"
calibration 창에서 tab tray 선택 후 Test 버튼 실행,{},[],"/windows/calibration/tab/tray
/test/run/calibration"
calibration 창에서 tab tray 선택 후 Test 버튼 실행,{},[],"/windows/calibration/tab/tray
/test/run/calibration"
"QFN LeadCount true, LeadPitch true로 두고 색상 각각 Purple, White로 세팅",{},[],"/settings/leadCount?value=QFN&pitch=true&color=Purple
/settings/leadPitch?value=QFN&pitch=true&color=White"
"QFN LeadCount true, LeadPitch true로 두고 색상 각각 Purple, White로 세팅",{},[],"/settings/leadCount?value=QFN&pitch=true&color=Purple
/settings/leadPitch?value=QFN&pitch=true&color=White"
"QFN LeadCount true, LeadPitch true로 두고 색상 각각 Purple, White로 세팅",{},[],"/settings/leadCount?value=QFN&pitch=true&color=Purple
/settings/leadPitch?value=QFN&pitch=true&color=White"
설정 모드 전환 후 라이트 열어,{},[],"/mode/set?mode=SETUP
/windows/light"
설정 모드 전환 후 라이트 열어,{},[],"/mode/set?mode=SETUP
/windows/light"
설정 모드 전환 후 라이트 열어,{},[],"/mode/set?mode=SETUP
/windows/light"
"LGA LeadOffset true, 색상 Lime으로 변경 후 LeadContamination true로 세팅",{},[],"/settings/leadOffset?value=true
/settings/color?value=Lime
/settings/leadContamination?value=true"
"LGA LeadOffset true, 색상 Lime으로 변경 후 LeadContamination true로 세팅",{},[],"/settings/leadOffset?value=true
/settings/color?value=Lime
/settings/leadContamination?value=true"
"LGA LeadOffset true, 색상 Lime으로 변경 후 LeadContamination true로 세팅",{},[],"/settings/leadOffset?value=true
/settings/color?value=Lime
/settings/leadContamination?value=true"
prs 재티칭하고 설정모드로,{},[],"/windows/teaching/prs/reteach
/mode/set?mode=SETUP"
prs 재티칭하고 설정모드로,{},[],"/windows/teaching/prs/reteach
/mode/set?mode=SETUP"
prs 재티칭하고 설정모드로,{},[],"/windows/teaching/prs/reteach
/mode/set?mode=SETUP"
LGA 티칭창 열고 검사모드로 바꿔,{},[],"/windows/teaching/lga
/mode/set?mode=RUN"
LGA 티칭창 열고 검사모드로 바꿔,{},[],"/windows/teaching/lga
/mode/set?mode=RUN"
LGA 티칭창 열고 검사모드로 바꿔,{},[],"/windows/teaching/lga
/mode/set?mode=RUN"
피알에스 테스트하고 스트립 티칭창 열어,{},[],"/test/run/prs
/windows/teaching/strip"
피알에스 테스트하고 스트립 티칭창 열어,{},[],"/test/run/prs
/windows/teaching/strip"
피알에스 테스트하고 스트립 티칭창 열어,{},[],"/test/run/prs
/windows/teaching/strip"
BGA 티칭창 열고 BallCount 100으로 바꾸고 ChippingCount 4로 변경,{},[],"/windows/teaching/bga
/teaching/settings/ballCount=100
/teaching/settings/chippingCount=4"
BGA 티칭창 열고 BallCount 100으로 바꾸고 ChippingCount 4로 변경,{},[],"/windows/teaching/bga
/teaching/settings/ballCount=100
/teaching/settings/chippingCount=4"
BGA 티칭창 열고 BallCount 100으로 바꾸고 ChippingCount 4로 변경,{},[],"/windows/teaching/bga
/teaching/settings/ballCount=100
/teaching/settings/chippingCount=4"
Calibration 창 열고 바텀 탭으로 변경한 뒤 Test 버튼 눌러,{},[],"/windows/calibration
/windows/teaching/settings
/test/run/calibration"
